nimi;kirjeldus;id;registrikood;omanik
Tubakatoodete maksumärkide tellimine;Maksumärgid tellitakse Maksu- ja Tolliametist vähemalt 25 kalendripäeva enne maksumärkide soovitud kättesaamise aega.;mta-183;70000349;
Raskeveokimaksu andmete vaatamine;Päringus kuvatakse isikule kuuluva raskeveoki andmed, mis on raskeveokimaksu aluseks.;mta-182;70000349;
Süstla Vahetuse Infosüsteem (SVIS);Kahjude vähendamise teenuste (süstlavahetus ja nõustamine) andmete kogumine esmasetest ja admin.allikatest.;TAI-004;70006292;
NutriData;Toitumise analüüsi programm (toidupäevik), toidu koostise andmebaas ja andmesisestus platvorm tootjatele;TAI-003;70006292;
Tervisestatistika ja terviseuuringute avalik andmebaas;Tervise ja tervishoiuga seotud statistika ja uuringute tulemuste elektrooniline publitseerimise viis, mis võimaldab teabe allalaadimist masinloetaval kujul. ;TAI-002;70006292;
Majandustegevusteate esitamine kaubandusliku loterii korraldamiseks;Kui soovitakse korraldada kaubanduslikku loteriid, mille võidufondi väärtus ületab 10 000 eurot, tuleb eelnevalt esitada majandustegevusteate Maksu- ja Tolliametile.;mta-181;70000349;
Maamaksu andmete vaatamine;Maamaksu andmed ja maamaksuteated;mta-180;70000349;
Kaughasartmängu korraldusloa taotlemine;Kaughasartmängu korraldusloa saamiseks tuleb Maksu- ja Tolliametile esitada taotlus.;mta-179;70000349;
Hasartmängu korraldusloa taotlemine;Hasartmängude korraldusluba on vaja taotleda, kui soovitakse korraldada hasartmänge ja olemas on hasartmängu korraldamise tegevusluba. ;mta-178;70000349;
Hasartmängude korraldamise tegevusloa taotlemine;Hasartmängude korraldamise tegevusluba on vaja taotleda, kui soovitakse korraldada hasartmänge. Tegevusluba annab õiguse korraldusloa taotlemiseks.;mta-177;70000349;
Kindlustusmaksete ja intresside väljamaksed (INF 16) deklaratsiooni esitamine;Füüsilisele sisikule deklareeritud kindlustusmaksete ja intresside päring;mta-176;70000349;
Kogumispensioni andmete vaatamine;Füüsilise isiku deklareeritud ja tasutud kogumispensioni andmete päring;mta-175;70000349;
Sotsiaalmaksu andmete vaatamine;Füüsilise isiku eest deklareeritud ja makstud sotsiaalmaksu andmed;mta-174;70000349;
TSD koondandmete vaatamine;Füüsilise isiku päring tööandja deklareeritud väljamaksete ja kinnipeetud maksude/maksete  kohta ;mta-173;70000349;
Kreekas kinnitatud T2L dokumendi kontrollimine;Päring võimaldab kontrollida Kreekas kinnitatud elektroonilise T2L dokumendi tõesust. Antud lingil tuleb lahtrisse UUID sisestada T2L dokumendi üleval paremas nurgas olev HASHCODE.;mta-172;70000349;
Hispaanias kinnitatud T2L dokumendi kontrollimine;Päring võimaldab kontrollida Hispaanias kinnitatud elektroonilise T2L dokumendi tõesust. Antud lingile tuleb sisestada T2L dokumendi all lahtris J olev number.;mta-171;70000349;
Ekspordi MRNi jälgimine;Päring võimaldab tollideklaratsioonile omistatud tolli viitenumbri alusel saada infot läbi teise liikmesriigi eksporditava kauba liidu tolliterritooriumilt väljumise kohta.;mta-170;70000349;
Transiidi MRNi jälgimine;Päring võimaldab tollideklaratsioonile omistatud tolli viitenumbri alusel jälgida transiidiprotseduuril oleva kauba liikumist.;mta-169;70000349;
SEED aktsiisinumbri otsimine;Päringu abil saate kontrollida aktsiisinumbri kehtivust ning numbriga seotud õigusi.;mta-168;70000349;
Kingituste ja annetuste ning muude tulude kasutamise kontrollimine;Kingituste ja annetuste ning muude tulude kasutamise deklaratsioon (INF9);mta-167;70000349;
Keskkonnaregister;Keskkonnaregister on loodusvarade, looduspärandi, keskkonnaseisundi ja keskkonnategurite andmeid sisaldav riigi põhiregister. ;KKAG-001;70009540;48812124795
Maksumärgi numbri kontrollimine;Päring alkoholi pakendil oleva maksumärgi õigsuse kontrollimiseks;mta-166;70000349;
Mitteresidentsuse kontrollimine;Otsingusse saab sisestada Eestis väljastatud isikukoodi, äriregistri koodi, Maksu- ja Tolliameti poolt koodi või residendiriigis väljastatud isikukood/registrikoodi või käibemaksukohustuslasena registreerimise numbri KMKR;mta-165;70000349;
EORI numbri kontrollimine;Ettevõtjate registreerimise ja identifitseerimise süsteem.;mta-164;70000349;
Eesti Tollitariifistik (ETT);Eesti Tolli tariifistiku päring on mõeldud kasutamiseks isikutele, kes tegelevad kaubavahetusega ühenduseväliste riikidega.;mta-163;70000349;
Euroopa Liidu käibemaksukohustuslase registreerimise (KMKR) numbri kontrollimine;Kontrollida saab EL riikide käibemaksukohustuslaste registri numbri kehtivust.;mta-162;70000349;
Maksuvõlgade kontrollimine;Otsing registri-/isikukoodi järgi, kas isikul on maksuvõlga, esitamata dekaratsioone ja kas maksuvõlg on ajatatud;mta-161;70000349;
Personaalse viitenumbri otsimine;Registri-/isikukoodiga viitenumbri otsing maksude tasumiseks. ;mta-160;70000349;
Tarbimisse lubatud kütuse müüja tagatise vähendamise taotlemine;Vedelkütuse seaduse kohaselt võib Maksu- ja Tolliamet isiku taotluse alusel vähendada tagatist;mta-159;70000349;
Kütuse müügi, impordi, ekspordi või hoiuteenuse osutamise tegevusloa taotlemine;Tegevusluba on vajalik taotleda, kui soovitakse hakata tegelema kütuse müügi, impordi, ekspordi või hoiuteenuse osutamise valdkonnas.;mta-158;70000349;
Taotlus maksustatava või maksuvaba käibe tarbeks soetatud kauba või saadud teenuse sisendkäibemaksu mahaarvamiseks;KMS § 33 lg 4: maksukohustuslane maksuhalduri kirjalikul loal tegevusvaldkonna nii maksustatava kui maksuvaba käibe tarbeks soetatud kauba või saadud teenuse sisendkäibemaksu maha arvata;mta-157;70000349;
Taotlus maksustatava käibe ja kogu käibe suhte määramiseks;§ 33 lg 2: Kui ettevõtlus on kestnud alla ühe kalendriaasta, määrab maksustatava käibe ja kogu käibe suhte maksukohustuslase taotluse alusel maksuhaldur ;mta-156;70000349;
Taotlus kalendriaasta kestel maksustatava käibe ja kogu käibe muutmiseks;KMS § 32 lg 3: sisendkäibemaksu osalise mahaarvamise korral on maksukohustuslasel lubatud tema põhjendatud taotluse alusel maksuhaldurilt saadud kirjalikul loal muuta kalendriaasta kestel maksustatava käibe ja kogu käibe suhet;mta-155;70000349;
Maksuhalduritl sisendkäibemaksu mahaarvamise korra taotlemine;Vastavalt KMS §29 lg 4 määratakse sisendkäibemaksu mahaarvamise kord maksukohustuslase taotluse alusel maksuhalduri juhi otsusega, lähtudes kauba või teenuse tegelikust kasutusest.;mta-154;70000349;
Taotlus kalendrikuust pikema maksustamisperioodi kehtestamiseks;Maksukohustuslasel on võimalus taotleda ka pikemat maksustamisperioodi kui kalendrikuu (näiteks kvartal). Selleks tuleb esitada maksuhaldurile motiveeritud taotlus.;mta-153;70000349;
Taotlus käibedeklaratsiooni esitamiseks paberil;Maksumaksja motiveeritud taotluse alusel võib maksuhaldur lubada käibedeklaratsioonide esitamist paberkandjal ;mta-152;70000349;
Lihtsustatud transiidiprotseduuri kasutamise loa taotlemine;Taotlus esitatakse üldjuhul tolli infosüsteemi LUBA kaudu;mta-151;70000349;
Meretranspordi lihtsustatud transiidiprotseduuri loa taotlemine;Taotlus esitatakse üldjuhul tolli infosüsteemi LUBA kaudu;mta-150;70000349;
Õhutranspordi lihtsustatud transiidiprotseduuri loa taotlemine;Taotlus esitatakse üldjuhul tolli infosüsteemi LUBA kaudu;mta-149;70000349;
Volitatud kaubasaatja loa taotlemine ühenduse transiidil;Taotlus esitatakse üldjuhul tolli infosüsteemi LUBA kaudu;mta-148;70000349;
Volitatud kaubasaaja loa taotlemine TIR vedudel;Taotlus esitatakse üldjuhul tolli infosüsteemi LUBA kaudu;mta-147;70000349;
II kontrollitüüpi vabatsooni loa taotlemine; Taotlus esitatakse üldjuhul tolli infosüsteemi LUBA kaudu;mta-146;70000349;
I kontrollitüüpi vabatsooni loa taotlemine;Taotlus esitatakse üldjuhul tolli infosüsteemi LUBA kaudu;mta-145;70000349;
Vabatsoonis tegutsemise loa taotlemine;Taotlus esitatakse üldjuhul tolli infosüsteemi LUBA kaudu;mta-144;70000349;
Ajutise impordi, seestöötlemise, tollikontrolli all töötlemise või välistöötlemise protseduuri kasutamiseks tollideklaratsiooni alusel loa taotlemine;Taotlus esitatakse üldjuhul tolli infosüsteemi LUBA kaudu;mta-143;70000349;
Tollilao pidamise loa taotlemine;Taotlus esitatakse üldjuhul tolli infosüsteemi LUBA kaudu;mta-142;70000349;
Ajutise impordi loa taotlemine;Taotlus esitatakse üldjuhul tolli infosüsteemi LUBA kaudu;mta-141;70000349;
Lõppkasutuse loa taotlemine;Taotlus esitatakse üldjuhul tolli infosüsteemi LUBA kaudu;mta-140;70000349;
Välistöötlemise loa taotlemine;Taotlus esitatakse üldjuhul tolli infosüsteemi LUBA kaudu;mta-139;70000349;
Seestöötlemise tagasimaksesüsteemiga loa taotlemine;Taotlus esitatakse üldjuhul tolli infosüsteemi LUBA kaudu;mta-138;70000349;
Seestöötlemise peatamissüsteemiga loa taotlemine;Taotlus esitatakse üldjuhul tolli infosüsteemi LUBA kaudu;mta-137;70000349;
Tollikontrolli all töötlemise loa taotlemine;Taotlus esitatakse üldjuhul tolli infosüsteemi LUBA kaudu;mta-136;70000349;
Kinnitatud eksportija loa taotlemine;Taotlus esitatakse üldjuhul tolli infosüsteemi LUBA kaudu;mta-135;70000349;
Volitatud kaubasaatja T5 väljastamine;Taotlus esitatakse üldjuhul tolli infosüsteemi LUBA kaudu;mta-134;70000349;
Väljumise kinnitamise loa taotlemine;Taotlus esitatakse üldjuhul tolli infosüsteemi LUBA kaudu;mta-133;70000349;
Kohapeal toimuva tollivormistuse loa taotlemine;Toll lubab ettenähtud tingimuste alusel esitada tollideklaratsiooni asemel äri- või haldusdokument, millega kaasneb taotlus suunata kaup kõnealusele tolliprotseduurile või esitada kaubad arvestuskande tegemise kaudu.;mta-132;70000349;
Ravimite  reisile kaasavõtmise või saatmise loa taotlemine;Ravimite reisile kaasa võtmiseks või  posti teel saatmiseks  on teatud juhtudel vaja taotleda Ravimiameti luba. Loa vajadus sõltub ravimist, mida saadetakse või reisile kaasa võetakse,  ravimite kogusest ning riigist kuhu reisitakse.  ;RAVI-001;70003477;
Kultuuri- ja meelelahutusteenus;Teatri etenduste valmistamine ja esitamine etenduste vormis;VENE-001;90008666;
Eesti käibemaksukohustuslase numbri otsimine;Avalik info;mta-131;70000349;
Tollimaksu tagasimaksmise ja vähendamise taotlemine;Tollimaksu tagasimaksmine on juba tasutud impordi- või ekspordimaksu täielik või osaline tagasimaksmine.;mta-130;70000349;
Väljaspoolt ELi püsivalt Eestisse elama asuva füüsilise isiku isiklikele asjadele maksuvabastuse taotlemine;Taotlus esitatakse tollile;mta-129;70000349;
Rahvusvahelise sõjalise peakorteri/välisriigi relvajõudude liikme deklaratsiooni esitamine;ahvusvahelise sõjalise peakorteri/välisriigi relvajõudude liikme deklaratsioon;mta-128;70000349;
Diplomaatilise kauba deklaratsiooni esitamine;Toll;mta-127;70000349;
Tagatisest vabastamise sertifikaadi TC 33 taotlemine;Transiit;mta-126;70000349;
Üldtagatise sertifikaadi TC 31 taotlemine;Transiit;mta-125;70000349;
Türgist imporditud kaupade tollistaatuse tõendamine A.TR.;Toll;mta-124;70000349;
Kala ja muude meresaaduste ühenduse tollistaatuse tõendamise vihik T2M;Toll;mta-123;70000349;
ESS Lol. Ekspordi/julgeoleku kaubanimekirja esitamine;Toll;mta-122;70000349;
ESS. Ekspordi/julgeoleku ühtse haldusdokumendi esitamine;Toll;mta-121;70000349;
SSD Lol. Julgeoleku ja turvalisuse kaubanimekirja esitamine;Toll;mta-120;70000349;
SSD Lol. Julgeoleku ja turvalisuse dokumendi esitamine;Toll;mta-119;70000349;
Lihtsustatud tollideklaratsiooni kasutamise loa taotlemine;Taotlus esitatakse üldjuhul tolli infosüsteemi LUBA kaudu;mta-118;70000349;
Tolliväärtuse deklaratsiooni D.V.1 esitamine;Tolliväärtuse deklaratsioon;mta-117;70000349;
Liikumissertifikaat EUR-MED;Liikumissertifikaat;mta-116;70000349;
Teabesertifikaadi INF 4 esitamine;Teabesertifikaat ;mta-115;70000349;
Päritolusertifikaadi GSP vorm A esitamine;Päritolusertifikaat;mta-114;70000349;
Kaupade liikumissertifikaadi taotlemine;Kaupade päritolutõend;mta-113;70000349;
Tollideklaratsiooni TSAD LoI esitamine;Transiidi/julgeoleku kaubanimekiri;mta-112;70000349;
Tollideklaratsiooni TSAD esitamine;Transiidi/julgeoleku saatedokument;mta-111;70000349;
Tollideklaratsiooni SAD esitamine;Ekspordi/impordi ühtne haldusdokument;mta-110;70000349;
Lihtsustatud tollideklaratsiooni kasutamise loa taotlemine;Toll lubab ettenähtud tingimuste alusel esitada tollideklaratsiooni asemel äri- või haldusdokument, millega kaasneb taotlus suunata kaup kõnealusele tolliprotseduurile või esitada kaubad arvestuskande tegemise kaudu.;mta-109;70000349;
Tolliagentuuri tegevusloa taotlemine;Taotlus esitatakse üldjuhul tolli infosüsteemi LUBA kaudu;mta-108;70000349;
Kauba tollistaatuse tõendamine volitatud kaubasaatja poolt (T2L, T2LF või manifest);Taotlus esitatakse üldjuhul tolli infosüsteemi LUBA kaudu;mta-107;70000349;
Regulaarlaevaliini loa taotlemine;Taotlus esitatakse üldjuhul tolli infosüsteemi LUBA kaudu;mta-106;70000349;
Hoiukoha pidamise loa taotlemine;Taotlus esitatakse üldjuhul tolli infosüsteemi LUBA kaudu;mta-105;70000349;
Tolliterminali pidamise loa taotlemine;Taotlus esitatakse üldjuhul tolli infosüsteemi LUBA kaudu;mta-104;70000349;
Sisenemisdeklaratsiooni esitamise loa taotlemine;Taotlus esitatakse üldjuhul tolli infosüsteemi LUBA kaudu;mta-103;70000349;
Tolliagentuuri tegevusloa taotlemine;Taotlus esitatakse üldjuhul tolli infosüsteemi LUBA kaudu;mta-102;70000349;
Üldtagatise kasutamise loa taotlemine (sh transiidil);Taotlus esitatakse üldjuhul tolli infosüsteemi LUBA kaudu;mta-101;70000349;
Maksusumma tasumise tähtaja pikendamise loa taotlemine;Taotlus esitatakse üldjuhul tolli infosüsteemi LUBA kaudu;mta-100;70000349;
Volitatud ettevõtja sertifikaadi taotlemine;Volitatud ettevõtja staatusega saab ettevõte hõlbustusi turvalisus- ja julgeolekualase tollikontrolli suhtes ja / või tollieeskirjadega ette nähtud lihtsustusi.;mta-099;70000349;
SIM Haldusala Moodle;E-õppe keskkond täiendkoolituste ja e-kursuste läbiviimiseks. Süsteemi kaudu on võimalik ligi pääseda õppematerjalidele ning osaleda e-kursustel.;SISE-006;70004465;
Limesurvey - vabavaraline veebipõhiste küsitluste loomiseks kasutatav tarkvara rakendus;Limesurvey SKA keskkonnas on võimalik küsitlusi koostada ja läbi viia e-keskkonnas. Kooli uurimistöödes läbiviidavad küsimustikud salvestatakse ja arhiveeritakse, et vajadusel oleks võimalik teostada korduvuuringuid.;SISE-005;70004465;
Kauba hoiustamise taotlemine;Esitatakse kaubavaldaja poolt tollile;mta-098;70000349;
Sularaha deklaratsiooni esitamine;Täidetakse, kui saabumisel ELi või lahkumisel EList on kaasas on 10 000 euro väärtuses või rohkem sularaha.;mta-097;70000349;
Saadetise deklaratsiooni esitamine;Lihtsustatud korras saab deklareerida posti- ja kullersaadetisi.;mta-096;70000349;
Eesti tudengitele haridusasutustesse sisseastumise infosüsteem (SAIS);Infosüsteem on kasutusel kõikides koolides. SAISis kuvatakse automaatselt kõik isikuandmed, eelnevat lõpetatud koolid jm info sisseastuja avaldusele. SAIS keskkonnas saab esitada sisseastumisavalduse, jälgida pingeridu ning näha õppekavasid. ;SISE-002;70004465;
Reisija deklaratsiooni esitamine;Lihtsustatud reisija deklaratsiooniga saab deklareerida reisijaga koos liikuvas pagasis olevat deklareeritavat kaupa väärtusega kuni 1000€.;mta-095;70000349;
Rakenduskõrgkoolide õppeinfosüsteem (ÕIS);Kõrgkoolide õppeinformatsiooni ja õppetegevuse haldamiseks loodud infosüsteem. Süsteemis on võimalik vaadata Sisekaitseakadeemia õppeinfot (õppekavad, tunniplaanid, hinded, eksamitele registreerumine, õpingukava esitamine).;SISE-001;70004465;
Kange alkoholi maksumärkide tellimine;Maksumärke saab Maksu- ja Tolliametist tellida aktsiisilaopidaja, registreeritud kaubasaaja, alkoholi importija ning teises liikmesriigis tarbimisse lubatud ja Eestisse toimetatud alkoholi vastuvõtja. ;mta-094;70000349;
Maksuvõla kustutamise taotlemine;Maksuhaldur võib maksukohustuslase põhjendatud kirjalikul taotlusel kustutada tema maksuvõla maksukorralduse seaduse §-s 114 sätestatud juhtudel.;mta-093;70000349;
Mitteresidendi maksuesindajale tegevusloa väljastamine;Mitteresidendi maksuesindaja on Maksu- ja Tolliametilt vastava tegevusloa saanud isik, keda mitteresident võib volitada ennast esindama Eestis maksuseadustest või maksukorralduse seadusest tulenevate kohustuste täitmiseks.;mta-092;70000349;
Leitud esemete päring;Leitud ning Politsei- ja Piirivalveametile hoiule antud esemete päring.;PPA-043;70008747;48812124796
Korruptsiooniga seotud vihjete edastamine politseile;Teil on võimalik edastada politseile korruptsiooniga seotud vihjeid e-posti teel. ;PPA-042;70008747;48812124796
Kuritegudest info ja vihjete edastamine politseile;Teil on võimalik edastada politseile infot ja vihjeid kuritegudest e-posti teel.;PPA-041;70008747;48812124796
Politseis registreeritud avalike koosolekute andmete vaatamine;Teil on võimalik tutvuda ülevaatega politseis regisitreeritud avalikest koosolekutest.;PPA-040;70008747;48812124796
Avaliku koosoleku korraldamise teate esitamine;Korrakaitseseaduses ettenähtud juhtudel avaliku koosoleku korraldamise teate esitamine Politsei- ja Piirivalveametile koosoleku korraldaja või tema esindamise õigust omava isiku poolt.;PPA-039;70008747;48812124796
